37, 10
37, 11
37, 12
38, 12
38, 13
39, 13
40, 13
40, 14
41, 14
41, 15
42, 15
42, 16
43, 16
44, 16
44, 17
45, 17
46, 18
47, 18
48, 18
48, 19
49, 19
50, 19
51, 19
51, 20
52, 20
51, 20
51, 19
50, 19
50, 18
49, 18
48, 18
47, 18
46, 18
45, 18
44, 18
44, 17
43, 17
42, 17
41, 17
41, 16
40, 16
39, 16
39, 15
38, 15
37, 15
37, 14
36, 14
35, 14
34, 14
34, 13
33, 13
34, 13
33, 13
34, 13
34, 14
34, 13
34, 12
34, 11
33, 11
34, 10
34, 9
34, 8
34, 7
35, 7
35, 6
36, 6
36, 5
37, 5
37, 4
38, 4
38, 3
39, 3
40, 2
41, 2
41, 1
41, 0
42, 0
42, -1
43, -2
44, -2
44, -3
45, -4
46, -4
46, -5
47, -5
47, -4
47, -3
47, -2
48, -1
48, 0
47, 0
47, -1
47, -2
47, -1
47, -2
47, -1
48, -1
48, 0
49, 0
50, 0
50, 1
51, 1
52, 2
52, 3
53, 3
53, 4
54, 5
54, 6
55, 6
55, 7
55, 8
54, 9
54, 10
54, 11
54, 12
53, 12
53, 13
53, 14
53, 15
52, 15
51, 15
50, 16
49, 16
49, 17
48, 17
48, 18
48, 19
48, 20
48, 21
48, 22
48, 23
48, 24
48, 23
48, 24
48, 23
48, 24
101, -20
102, -20
665, 963
665, 964
665, 963
664, 963
664, 962
663, 962
663, 963
663, 964
663, 963
663, 962
662, 962
662, 963
661, 963
660, 963
659, 963
658, 963
657, 963
656, 963
655, 963
654, 963
653, 963
652, 963
651, 963
650, 963
649, 963
648, 963
647, 963
646, 963
645, 963
644, 963
643, 963
642, 963
641, 963
640, 963
639, 963
101, -20
100, -20
99, -19
99, -18
100, -18
100, -19
100, -20
99, -20
99, -21
99, -22
99, -23
100, -23
100, -22
101, -22
101, -21
102, -21
103, -20
104, -20
105, -20
106, -20
106, -21
107, -22
107, -23
107, -24
107, -25
638, 963
637, 963
637, 964
637, 963
637, 964
637, 963
638, 963
639, 963
639, 962
638, 962
638, 961
638, 960
638, 961
639, 961
638, 961
638, 962
638, 963
639, 963
640, 963
107, -24
641, 963
107, -23
106, -23
642, 963
105, -22
643, 963
644, 963
105, -21
645, 963
105, -20
646, 963
104, -20
647, 963
648, 963
649, 963
104, -19
650, 963
651, 963
104, -18
652, 963
653, 963
654, 963
105, -18
655, 963
656, 963
105, -17
657, 963
658, 963
659, 963
660, 963
661, 963
662, 963
663, 963
664, 963
664, 964
664, 965
664, 966
663, 966
662, 966
663, 966
664, 966
665, 966
665, 967
665, 968
665, 969
665, 970
665, 971
665, 972
105, -18
665, 973
105, -19
666, 973
666, 974
666, 975
666, 976
666, 977
666, 978
666, 979
666, 980
667, 980
667, 981
668, 981
668, 982
669, 982
669, 983
670, 984
670, 985
670, 986
670, 987
671, 987
672, 987
673, 987
674, 987
675, 987
676, 987
677, 987
677, 988
677, 989
677, 990
677, 991
677, 992
678, 992
104, -19
104, -20
678, 993
679, 993
679, 992
103, -20
103, -19
103, -18
102, -18
101, -18
101, -17
100, -17
99, -17
98, -17
97, -17
96, -17
95, -17
94, -17
93, -17
93, -16
92, -16
92, -15
92, -14
92, -13
92, -12
92, -11
91, -11
91, -10
91, -9
91, -8
91, -7
91, -6
90, -6
89, -5
88, -5
87, -5
86, -5
85, -4
84, -4
83, -4
82, -4
81, -4
80, -4
79, -4
78, -4
77, -4
77, -3
77, -4
76, -4
76, -5
75, -5
75, -6
74, -6
73, -6
73, -7
72, -7
71, -7
70, -7
69, -7
69, -6
68, -6
67, -5
66, -5
66, -4
65, -4
64, -4
64, -3
63, -3
63, -2
62, -2
61, -1
60, -1
59, -1
59, 0
58, 0
57, 0
56, 0
55, 0
680, 992
54, 0
53, 1
53, 2
52, 2
679, 992
52, 3
52, 4
51, 4
51, 5
51, 6
50, 6
50, 7
50, 8
50, 9
49, 9
49, 10
49, 11
49, 12
48, 12
48, 13
48, 14
679, 993
47, 14
680, 993
47, 15
47, 16
46, 16
679, 993
680, 993
681, 993
682, 993
683, 993
683, 994
683, 995
683, 996
684, 997
685, 997
686, 997
687, 997
687, 996
687, 995
688, 995
689, 995
690, 995
691, 995
692, 995
693, 995
694, 995
695, 995
696, 995
697, 995
698, 995
699, 995
700, 996
701, 996
701, 995
702, 995
702, 996
703, 996
704, 996
705, 996
706, 996
707, 996
708, 996
709, 996
710, 996
709, 996
708, 996
707, 996
706, 995
705, 995
704, 995
703, 995
702, 995
701, 995
700, 995
699, 995
698, 995
697, 995
696, 995
695, 995
694, 995
693, 995
692, 995
691, 995
690, 995
689, 995
688, 995
687, 995
687, 996
687, 997
686, 997
685, 997
684, 997
683, 997
683, 996
683, 995
683, 994
682, 994
682, 993
681, 993
680, 993
679, 993
679, 994
678, 994
678, 993
678, 992
678, 991
677, 991
677, 990
677, 989
677, 988
677, 987
676, 987
675, 987
675, 986
674, 986
673, 986
672, 986
672, 985
671, 985
671, 984
670, 984
670, 983
669, 983
669, 982
668, 982
668, 981
667, 981
666, 981
666, 980
666, 979
666, 978
666, 977
666, 976
666, 975
666, 974
666, 973
666, 972
